case_id,pair,doc_mix,model,method,doc_index_id,endpoint_lambda,lambda_star,endpoint_score,mixed_best_score,delta,ci_low,ci_high,label_mismatch_rate_gt,label_endpoint_cos_lt,label_len_ratio_min,label_len_ratio_max,label_delta_recall_lt,label_rankdrop_ndcg_lt,label_rankdrop_recall_ge,num_queries,num_queries_metric_source_evaluate_perquery,num_queries_metric_source_recomputed,num_worst,num_control,worst_mean_delta_ndcg10,control_mean_delta_ndcg10,count_IndexLeakage,count_TranslationDivergence,count_RecallDrop,count_RankDrop,count_Unclassified
CASE_0001,ES-ZH,ES + ZH docs,bge-m3,embed,mmarco-8841823-bilingual-es-zh-5bands-bge-m3,0.0,0.3,30.2586,30.2387,-0.019899999999999807,-0.40432022670832873,0.5756559855134953,0.0,0.5,0.5,1.5,0.0,0.0,0.0,1484,1484,0,100,20,-32.921501338985315,0.0,0,10,33,57,0
