case_id,query_focus,pair,doc_mix,model,method,doc_index_id,endpoint_lambda,lambda_star,endpoint_score,mixed_best_score,delta,ci_low,ci_high,label_mismatch_rate_gt,label_endpoint_cos_lt,label_len_ratio_min,label_len_ratio_max,label_delta_recall_lt,label_rankdrop_ndcg_lt,label_rankdrop_recall_ge,num_queries,num_queries_metric_source_evaluate_perquery,num_queries_metric_source_recomputed,num_focus,num_worst,num_control,focus_mean_delta_ndcg10,worst_mean_delta_ndcg10,control_mean_delta_ndcg10,count_IndexLeakage,count_TranslationDivergence,count_RecallDrop,count_RankDrop,count_Unclassified
CASE_0247,best,EN-AR,AR docs,bge-m3,embed,mmarco-8841823-arabic-en-ar-5bands-bge-m3,1.0,0.5,24.5283,27.4191,2.8907999999999987,2.0091711495655984,3.8111016461946776,0.0,0.5,0.5,1.5,0.0,0.0,0.0,1484,1484,0,100,0,20,58.289602066895064,nan,0.0,0,11,0,0,89
