case_id,pair,doc_mix,model,method,doc_index_id,endpoint_lambda,lambda_star,endpoint_score,mixed_best_score,delta,ci_low,ci_high,label_mismatch_rate_gt,label_endpoint_cos_lt,label_len_ratio_min,label_len_ratio_max,label_delta_recall_lt,label_rankdrop_ndcg_lt,label_rankdrop_recall_ge,num_queries,num_queries_metric_source_evaluate_perquery,num_queries_metric_source_recomputed,num_worst,num_control,worst_mean_delta_ndcg10,control_mean_delta_ndcg10,count_IndexLeakage,count_TranslationDivergence,count_RecallDrop,count_RankDrop,count_Unclassified
CASE_0016,JA-ZH,ZH docs,bge-m3,embed,mmarco-8841823-chinese-ja-zh-5bands-bge-m3,1.0,0.7,26.1669,26.5142,0.3473000000000006,-0.01961484143474442,0.9050499353964011,0.0,0.5,0.5,1.5,0.0,0.0,0.0,1484,1484,0,100,20,-26.553267727320474,0.0,0,34,24,42,0
