pair,doc_mix,method,mix_ratio,ndcg10,ndcg10_std,ndcg10_stderr,ndcg10_ci90_low,ndcg10_ci90_high,ndcg10_ci95_low,ndcg10_ci95_high,mrr10,r10,model,source_file
ID-VI,ID docs,embed,0.0,28.404,35.8219,0.9299,26.8736,29.9345,26.58,30.2281,23.6378,44.7159,bge-m3,mmarco-8841823-indonesian-id-vi-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-070122-agg.csv
ID-VI,ID docs,embed,10.0,28.7212,35.8767,0.9313,27.1884,30.254,26.8944,30.548,23.8357,45.356,bge-m3,mmarco-8841823-indonesian-id-vi-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-070137-agg.csv
ID-VI,ID docs,embed,30.0,28.7903,36.2384,0.9407,27.242,30.3386,26.945,30.6355,23.9178,45.0191,bge-m3,mmarco-8841823-indonesian-id-vi-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-070154-agg.csv
ID-VI,ID docs,embed,50.0,27.6494,35.6921,0.9265,26.1244,29.1743,25.832,29.4668,22.8789,43.7275,bge-m3,mmarco-8841823-indonesian-id-vi-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-070211-agg.csv
ID-VI,ID docs,embed,70.0,24.7788,34.2066,0.888,23.3173,26.2402,23.037,26.5205,20.1425,40.392,bge-m3,mmarco-8841823-indonesian-id-vi-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-070225-agg.csv
ID-VI,ID docs,embed,90.0,20.752,32.8074,0.8516,19.3503,22.1537,19.0815,22.4226,16.9977,33.4456,bge-m3,mmarco-8841823-indonesian-id-vi-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-070241-agg.csv
ID-VI,ID docs,embed,100.0,18.7763,31.7879,0.8252,17.4182,20.1345,17.1577,20.395,15.3596,30.3122,bge-m3,mmarco-8841823-indonesian-id-vi-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-070255-agg.csv
ID-VI,VI docs,embed,0.0,21.8145,33.4749,0.869,20.3842,23.2447,20.1099,23.519,17.8891,35.0011,bge-m3,mmarco-8841823-vietnamese-id-vi-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-063435-agg.csv
ID-VI,VI docs,embed,10.0,23.1848,34.0948,0.8851,21.7281,24.6415,21.4487,24.9208,19.1214,37.1238,bge-m3,mmarco-8841823-vietnamese-id-vi-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-063450-agg.csv
ID-VI,VI docs,embed,30.0,25.9987,35.2319,0.9146,24.4934,27.504,24.2047,27.7927,21.4703,41.3578,bge-m3,mmarco-8841823-vietnamese-id-vi-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-063507-agg.csv
ID-VI,VI docs,embed,50.0,27.6282,35.8979,0.9319,26.0944,29.1619,25.8002,29.4561,22.8975,43.5703,bge-m3,mmarco-8841823-vietnamese-id-vi-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251217-102701-agg.csv
ID-VI,VI docs,embed,70.0,27.694,35.8986,0.9319,26.1602,29.2278,25.866,29.5219,22.9975,43.7725,bge-m3,mmarco-8841823-vietnamese-id-vi-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251217-102727-agg.csv
ID-VI,VI docs,embed,90.0,26.6429,36.0321,0.9353,25.1034,28.1824,24.8081,28.4776,22.4231,41.0939,bge-m3,mmarco-8841823-vietnamese-id-vi-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251217-102754-agg.csv
ID-VI,VI docs,embed,100.0,26.0873,36.1019,0.9372,24.5448,27.6297,24.249,27.9256,22.1104,39.7799,bge-m3,mmarco-8841823-vietnamese-id-vi-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251217-102812-agg.csv
ID-ZH,ID + ZH docs,embed,0.0,28.4042,35.8352,0.9302,26.8732,29.9353,26.5795,30.2289,23.5941,44.8169,bge-m3,mmarco-8841823-bilingual-id-zh-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-062349-agg.csv
ID-ZH,ID + ZH docs,embed,10.0,28.7852,36.019,0.935,27.2463,30.3241,26.9511,30.6193,23.9305,45.3897,bge-m3,mmarco-8841823-bilingual-id-zh-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-062410-agg.csv
ID-ZH,ID + ZH docs,embed,30.0,28.7615,35.812,0.9296,27.2315,30.2916,26.938,30.5851,23.7612,45.9962,bge-m3,mmarco-8841823-bilingual-id-zh-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-062432-agg.csv
ID-ZH,ID + ZH docs,embed,50.0,27.8511,35.5135,0.9219,26.3338,29.3684,26.0428,29.6595,22.9081,44.7046,bge-m3,mmarco-8841823-bilingual-id-zh-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-062454-agg.csv
ID-ZH,ID + ZH docs,embed,70.0,27.5997,35.2631,0.9154,26.0931,29.1064,25.8042,29.3953,22.5469,44.8057,bge-m3,mmarco-8841823-bilingual-id-zh-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-062515-agg.csv
ID-ZH,ID + ZH docs,embed,90.0,26.7614,35.0535,0.9099,25.2638,28.2591,24.9765,28.5464,21.8463,43.4355,bge-m3,mmarco-8841823-bilingual-id-zh-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-062538-agg.csv
ID-ZH,ID + ZH docs,embed,100.0,26.3608,34.8759,0.9053,24.8708,27.8509,24.585,28.1367,21.567,42.7617,bge-m3,mmarco-8841823-bilingual-id-zh-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-062600-agg.csv
ID-ZH,ID docs,embed,0.0,28.404,35.8219,0.9299,26.8736,29.9345,26.58,30.2281,23.6378,44.7159,bge-m3,mmarco-8841823-indonesian-id-zh-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-070626-agg.csv
ID-ZH,ID docs,embed,10.0,28.7104,35.8901,0.9317,27.177,30.2438,26.8828,30.5379,23.7668,45.2886,bge-m3,mmarco-8841823-indonesian-id-zh-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-070643-agg.csv
ID-ZH,ID docs,embed,30.0,28.812,35.9583,0.9334,27.2757,30.3483,26.981,30.643,23.9871,45.4908,bge-m3,mmarco-8841823-indonesian-id-zh-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-070657-agg.csv
ID-ZH,ID docs,embed,50.0,27.9926,35.8434,0.9304,26.4612,29.524,26.1674,29.8177,23.269,44.2105,bge-m3,mmarco-8841823-indonesian-id-zh-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-070713-agg.csv
ID-ZH,ID docs,embed,70.0,25.4632,35.0034,0.9086,23.9676,26.9587,23.6808,27.2455,21.117,40.5211,bge-m3,mmarco-8841823-indonesian-id-zh-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-070728-agg.csv
ID-ZH,ID docs,embed,90.0,21.0837,33.0861,0.8589,19.6701,22.4973,19.399,22.7684,17.3457,34.0633,bge-m3,mmarco-8841823-indonesian-id-zh-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-070746-agg.csv
ID-ZH,ID docs,embed,100.0,18.5414,31.8498,0.8268,17.1807,19.9022,16.9197,20.1632,15.276,29.9528,bge-m3,mmarco-8841823-indonesian-id-zh-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-070800-agg.csv
ID-ZH,ZH docs,embed,0.0,19.0692,31.88,0.8276,17.7071,20.4312,17.4458,20.6925,15.4786,31.0703,bge-m3,mmarco-8841823-chinese-id-zh-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-063946-agg.csv
ID-ZH,ZH docs,embed,10.0,20.8158,32.9942,0.8565,19.4061,22.2254,19.1357,22.4958,17.1405,33.4962,bge-m3,mmarco-8841823-chinese-id-zh-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-064001-agg.csv
ID-ZH,ZH docs,embed,30.0,24.3445,34.3984,0.8929,22.8749,25.8142,22.593,26.0961,19.9936,39.2239,bge-m3,mmarco-8841823-chinese-id-zh-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-064016-agg.csv
ID-ZH,ZH docs,embed,50.0,26.663,35.0564,0.91,25.1652,28.1607,24.8779,28.448,21.9128,42.9863,bge-m3,mmarco-8841823-chinese-id-zh-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-064033-agg.csv
ID-ZH,ZH docs,embed,70.0,27.1344,35.0984,0.9111,25.6349,28.634,25.3472,28.9216,22.1292,44.1319,bge-m3,mmarco-8841823-chinese-id-zh-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-064047-agg.csv
ID-ZH,ZH docs,embed,90.0,26.5063,34.8276,0.9041,25.0183,27.9943,24.7329,28.2797,21.5338,43.3681,bge-m3,mmarco-8841823-chinese-id-zh-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-064102-agg.csv
ID-ZH,ZH docs,embed,100.0,26.0793,34.6892,0.9005,24.5972,27.5614,24.313,27.8457,21.3059,42.4921,bge-m3,mmarco-8841823-chinese-id-zh-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-064116-agg.csv
IT-PT,IT + PT docs,embed,0.0,29.189,36.4014,0.9449,27.6338,30.7443,27.3355,31.0426,24.3012,45.7154,bge-m3,mmarco-8841823-bilingual-it-pt-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251216-233405-agg.csv
IT-PT,IT + PT docs,embed,10.0,29.7736,36.6282,0.9508,28.2086,31.3385,27.9085,31.6387,24.9196,46.3219,bge-m3,mmarco-8841823-bilingual-it-pt-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251216-233422-agg.csv
IT-PT,IT + PT docs,embed,30.0,30.4163,36.685,0.9523,28.8489,31.9837,28.5483,32.2843,25.4768,47.4337,bge-m3,mmarco-8841823-bilingual-it-pt-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251216-233438-agg.csv
IT-PT,IT + PT docs,embed,50.0,30.6523,36.8195,0.9558,29.0791,32.2254,28.7774,32.5271,25.6429,47.7707,bge-m3,mmarco-8841823-bilingual-it-pt-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251216-233454-agg.csv
IT-PT,IT + PT docs,embed,70.0,30.2436,36.4317,0.9457,28.6871,31.8002,28.3885,32.0987,25.0411,47.9728,bge-m3,mmarco-8841823-bilingual-it-pt-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251216-233510-agg.csv
IT-PT,IT + PT docs,embed,90.0,29.1357,36.2618,0.9413,27.5864,30.685,27.2893,30.9821,24.1521,46.232,bge-m3,mmarco-8841823-bilingual-it-pt-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251216-233527-agg.csv
IT-PT,IT + PT docs,embed,100.0,28.7723,36.1147,0.9375,27.2293,30.3153,26.9333,30.6112,23.7804,45.8614,bge-m3,mmarco-8841823-bilingual-it-pt-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251216-233544-agg.csv
IT-PT,IT docs,embed,0.0,29.0474,36.4342,0.9458,27.4907,30.604,27.1921,30.9026,24.1884,45.4122,bge-m3,mmarco-8841823-italian-it-pt-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251217-192933-agg.csv
IT-PT,IT docs,embed,10.0,29.4476,36.7184,0.9532,27.8788,31.0164,27.5779,31.3173,24.6843,45.5806,bge-m3,mmarco-8841823-italian-it-pt-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251217-192952-agg.csv
IT-PT,IT docs,embed,30.0,30.1154,37.0077,0.9607,28.5343,31.6966,28.231,31.9999,25.3594,46.3556,bge-m3,mmarco-8841823-italian-it-pt-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251217-193013-agg.csv
IT-PT,IT docs,embed,50.0,29.791,36.8502,0.9566,28.2166,31.3654,27.9146,31.6674,25.061,45.8951,bge-m3,mmarco-8841823-italian-it-pt-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251217-193037-agg.csv
IT-PT,IT docs,embed,70.0,28.3574,36.2491,0.941,26.8087,29.9062,26.5116,30.2032,23.6619,44.3228,bge-m3,mmarco-8841823-italian-it-pt-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251217-193100-agg.csv
IT-PT,IT docs,embed,90.0,26.0169,35.1503,0.9125,24.5151,27.5186,24.227,27.8067,21.4374,41.5487,bge-m3,mmarco-8841823-italian-it-pt-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251217-193122-agg.csv
IT-PT,IT docs,embed,100.0,25.0299,35.0599,0.9101,23.532,26.5278,23.2447,26.8151,20.6695,39.5553,bge-m3,mmarco-8841823-italian-it-pt-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251217-193147-agg.csv
IT-PT,PT docs,embed,0.0,25.8736,34.9892,0.9083,24.3787,27.3685,24.0919,27.6552,21.2862,41.7004,bge-m3,mmarco-8841823-portuguese-it-pt-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251217-200452-agg.csv
IT-PT,PT docs,embed,10.0,26.6422,35.3663,0.9181,25.1312,28.1532,24.8414,28.443,22.0019,42.509,bge-m3,mmarco-8841823-portuguese-it-pt-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251217-200514-agg.csv
IT-PT,PT docs,embed,30.0,28.6331,35.7368,0.9277,27.1062,30.1599,26.8134,30.4528,23.4882,45.9456,bge-m3,mmarco-8841823-portuguese-it-pt-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251217-200533-agg.csv
IT-PT,PT docs,embed,50.0,29.8377,36.5034,0.9476,28.2781,31.3973,27.979,31.6964,24.8298,47.1024,bge-m3,mmarco-8841823-portuguese-it-pt-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251217-200555-agg.csv
IT-PT,PT docs,embed,70.0,29.795,36.3177,0.9428,28.2433,31.3467,27.9457,31.6443,24.6031,47.473,bge-m3,mmarco-8841823-portuguese-it-pt-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251217-200617-agg.csv
IT-PT,PT docs,embed,90.0,28.8856,36.0607,0.9361,27.3449,30.4263,27.0494,30.7218,23.9265,46.058,bge-m3,mmarco-8841823-portuguese-it-pt-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251217-200636-agg.csv
IT-PT,PT docs,embed,100.0,28.6351,35.9787,0.934,27.0979,30.1723,26.8031,30.4671,23.6959,45.7547,bge-m3,mmarco-8841823-portuguese-it-pt-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251217-200654-agg.csv
JA-HI,HI docs,embed,0.0,17.9193,31.5144,0.8181,16.5729,19.2658,16.3146,19.5241,14.788,28.914,bge-m3,mmarco-8841823-hindi-ja-hi-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-022706-agg.csv
JA-HI,HI docs,embed,10.0,20.3946,33.0469,0.8579,18.9826,21.8065,18.7118,22.0773,16.8265,32.5191,bge-m3,mmarco-8841823-hindi-ja-hi-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-022723-agg.csv
JA-HI,HI docs,embed,30.0,24.353,34.7501,0.9021,22.8683,25.8377,22.5835,26.1224,20.1426,38.7747,bge-m3,mmarco-8841823-hindi-ja-hi-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-022740-agg.csv
JA-HI,HI docs,embed,50.0,26.4485,35.5781,0.9236,24.9284,27.9685,24.6368,28.2601,21.8757,41.8913,bge-m3,mmarco-8841823-hindi-ja-hi-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-022757-agg.csv
JA-HI,HI docs,embed,70.0,27.3225,35.746,0.9279,25.7953,28.8498,25.5024,29.1427,22.6226,43.2615,bge-m3,mmarco-8841823-hindi-ja-hi-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-022813-agg.csv
JA-HI,HI docs,embed,90.0,27.0276,35.9415,0.933,25.492,28.5632,25.1975,28.8578,22.4732,42.3293,bge-m3,mmarco-8841823-hindi-ja-hi-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-022830-agg.csv
JA-HI,HI docs,embed,100.0,26.8289,36.1907,0.9395,25.2827,28.3752,24.9861,28.6717,22.4281,41.487,bge-m3,mmarco-8841823-hindi-ja-hi-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-022846-agg.csv
JA-HI,JA + HI docs,embed,0.0,27.4386,35.7682,0.9285,25.9104,28.9668,25.6173,29.2599,22.8247,43.3288,bge-m3,mmarco-8841823-bilingual-ja-hi-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251217-074606-agg.csv
JA-HI,JA + HI docs,embed,10.0,27.5831,35.8196,0.9298,26.0527,29.1135,25.7592,29.407,22.9873,43.2615,bge-m3,mmarco-8841823-bilingual-ja-hi-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251217-074623-agg.csv
JA-HI,JA + HI docs,embed,30.0,28.0602,36.1366,0.9381,26.5162,29.6041,26.2201,29.9002,23.4062,43.9353,bge-m3,mmarco-8841823-bilingual-ja-hi-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251217-074640-agg.csv
JA-HI,JA + HI docs,embed,50.0,28.1297,36.4177,0.9454,26.5738,29.6857,26.2753,29.9841,23.5478,43.6658,bge-m3,mmarco-8841823-bilingual-ja-hi-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251217-074656-agg.csv
JA-HI,JA + HI docs,embed,70.0,27.9681,36.0176,0.935,26.4292,29.5069,26.1341,29.8021,23.1896,44.2049,bge-m3,mmarco-8841823-bilingual-ja-hi-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251217-074714-agg.csv
JA-HI,JA + HI docs,embed,90.0,27.1886,36.073,0.9364,25.6473,28.7298,25.3517,29.0254,22.7386,42.2956,bge-m3,mmarco-8841823-bilingual-ja-hi-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251217-074731-agg.csv
JA-HI,JA + HI docs,embed,100.0,27.106,36.382,0.9444,25.5516,28.6604,25.2534,28.9585,22.8408,41.6554,bge-m3,mmarco-8841823-bilingual-ja-hi-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251217-074750-agg.csv
JA-HI,JA docs,embed,0.0,27.2123,35.7161,0.9271,25.6863,28.7383,25.3937,29.031,22.6692,42.8908,bge-m3,mmarco-8841823-japanese-ja-hi-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-015929-agg.csv
JA-HI,JA docs,embed,10.0,27.2962,35.7827,0.9289,25.7674,28.825,25.4742,29.1183,22.7832,42.7224,bge-m3,mmarco-8841823-japanese-ja-hi-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-015947-agg.csv
JA-HI,JA docs,embed,30.0,27.5401,36.0226,0.9351,26.001,29.0791,25.7058,29.3743,22.9751,42.9582,bge-m3,mmarco-8841823-japanese-ja-hi-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-020011-agg.csv
JA-HI,JA docs,embed,50.0,26.7752,35.7657,0.9284,25.2471,28.3032,24.954,28.5963,22.3729,41.8127,bge-m3,mmarco-8841823-japanese-ja-hi-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-020038-agg.csv
JA-HI,JA docs,embed,70.0,24.1556,34.3485,0.8916,22.688,25.6231,22.4065,25.9046,19.871,38.7635,bge-m3,mmarco-8841823-japanese-ja-hi-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-020057-agg.csv
JA-HI,JA docs,embed,90.0,19.3608,31.8962,0.828,17.9981,20.7236,17.7367,20.985,15.6338,31.7891,bge-m3,mmarco-8841823-japanese-ja-hi-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-020113-agg.csv
JA-HI,JA docs,embed,100.0,16.9787,30.3109,0.7868,15.6837,18.2737,15.4353,18.5221,13.7216,28.0492,bge-m3,mmarco-8841823-japanese-ja-hi-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-020130-agg.csv
JA-RU,JA + RU docs,embed,0.0,27.4308,35.5913,0.9239,25.9101,28.9514,25.6185,29.2431,22.7451,43.5984,bge-m3,mmarco-8841823-bilingual-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251217-092439-agg.csv
JA-RU,JA + RU docs,embed,10.0,27.9599,35.8494,0.9306,26.4283,29.4916,26.1345,29.7854,23.2323,44.1712,bge-m3,mmarco-8841823-bilingual-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251217-092457-agg.csv
JA-RU,JA + RU docs,embed,30.0,28.0695,36.0228,0.9351,26.5304,29.6086,26.2352,29.9037,23.4101,43.9915,bge-m3,mmarco-8841823-bilingual-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251217-092515-agg.csv
JA-RU,JA + RU docs,embed,50.0,28.7593,36.134,0.938,27.2155,30.3031,26.9194,30.5992,23.8509,45.5469,bge-m3,mmarco-8841823-bilingual-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251217-092533-agg.csv
JA-RU,JA + RU docs,embed,70.0,28.5045,36.1952,0.9396,26.958,30.0509,26.6614,30.3475,23.7021,44.7383,bge-m3,mmarco-8841823-bilingual-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251217-092552-agg.csv
JA-RU,JA + RU docs,embed,90.0,27.6931,35.8036,0.9294,26.1634,29.2228,25.87,29.5162,22.828,44.0532,bge-m3,mmarco-8841823-bilingual-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251217-092611-agg.csv
JA-RU,JA + RU docs,embed,100.0,27.3746,35.693,0.9265,25.8496,28.8996,25.5571,29.1921,22.5131,43.7949,bge-m3,mmarco-8841823-bilingual-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251217-092629-agg.csv
JA-RU,JA docs,embed,0.0,27.2123,35.7161,0.9271,25.6863,28.7383,25.3937,29.031,22.6692,42.8908,bge-m3,mmarco-8841823-japanese-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-024209-agg.csv
JA-RU,JA docs,embed,10.0,27.5698,36.0119,0.9348,26.0312,29.1084,25.7361,29.4035,23.051,43.0256,bge-m3,mmarco-8841823-japanese-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-024233-agg.csv
JA-RU,JA docs,embed,30.0,27.5913,35.8144,0.9297,26.0611,29.1214,25.7676,29.4149,22.9488,43.531,bge-m3,mmarco-8841823-japanese-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-024259-agg.csv
JA-RU,JA docs,embed,50.0,26.9034,35.6216,0.9247,25.3815,28.4253,25.0896,28.7172,22.304,42.5314,bge-m3,mmarco-8841823-japanese-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-024316-agg.csv
JA-RU,JA docs,embed,70.0,23.9343,34.4812,0.8951,22.4611,25.4075,22.1785,25.69,19.7689,38.0335,bge-m3,mmarco-8841823-japanese-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-024332-agg.csv
JA-RU,JA docs,embed,90.0,19.3744,31.7654,0.8246,18.0172,20.7315,17.7569,20.9918,15.6261,31.9463,bge-m3,mmarco-8841823-japanese-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-024347-agg.csv
JA-RU,JA docs,embed,100.0,16.9545,30.2579,0.7855,15.6618,18.2473,15.4138,18.4953,13.6396,28.3075,bge-m3,mmarco-8841823-japanese-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-024414-agg.csv
JA-RU,RU docs,embed,0.0,17.394,29.8831,0.7757,16.1173,18.6708,15.8724,18.9157,13.5724,30.1101,bge-m3,mmarco-8841823-russian-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-031636-agg.csv
JA-RU,RU docs,embed,10.0,19.8179,31.598,0.8202,18.4679,21.1679,18.2089,21.4268,15.7839,33.3446,bge-m3,mmarco-8841823-russian-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-031651-agg.csv
JA-RU,RU docs,embed,30.0,24.5467,34.3356,0.8913,23.0797,26.0137,22.7983,26.295,20.053,39.9034,bge-m3,mmarco-8841823-russian-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-031705-agg.csv
JA-RU,RU docs,embed,50.0,27.3143,35.6148,0.9245,25.7927,28.8359,25.5008,29.1278,22.5001,43.6433,bge-m3,mmarco-8841823-russian-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-031719-agg.csv
JA-RU,RU docs,embed,70.0,27.8633,35.872,0.9312,26.3306,29.3959,26.0367,29.6899,23.0054,44.188,bge-m3,mmarco-8841823-russian-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-031733-agg.csv
JA-RU,RU docs,embed,90.0,27.4698,35.5135,0.9219,25.9525,28.9871,25.6615,29.2781,22.4828,44.1206,bge-m3,mmarco-8841823-russian-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-031748-agg.csv
JA-RU,RU docs,embed,100.0,27.2046,35.4799,0.921,25.6888,28.7205,25.398,29.0113,22.2676,43.7949,bge-m3,mmarco-8841823-russian-ja-ru-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-031807-agg.csv
NL-ES,ES docs,embed,0.0,24.309,34.406,0.8931,22.839,25.779,22.5571,26.061,19.911,38.9881,bge-m3,mmarco-8841823-spanish-nl-es-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251218-013818-agg.csv
NL-ES,ES docs,embed,10.0,25.9707,34.9717,0.9078,24.4766,27.4649,24.19,27.7515,21.1855,41.8183,bge-m3,mmarco-8841823-spanish-nl-es-5bands-bge-m3/vector_mix/cm-alpha-0.1_dev_20251218-013834-agg.csv
NL-ES,ES docs,embed,30.0,29.11,36.3402,0.9433,27.5574,30.6626,27.2596,30.9604,24.0441,45.9288,bge-m3,mmarco-8841823-spanish-nl-es-5bands-bge-m3/vector_mix/cm-alpha-0.3_dev_20251218-013853-agg.csv
NL-ES,ES docs,embed,50.0,30.5703,36.3849,0.9445,29.0157,32.1248,28.7176,32.423,25.2489,48.321,bge-m3,mmarco-8841823-spanish-nl-es-5bands-bge-m3/vector_mix/cm-alpha-0.5_dev_20251218-013911-agg.csv
NL-ES,ES docs,embed,70.0,30.7234,36.8849,0.9575,29.1475,32.2993,28.8452,32.6016,25.6904,47.7145,bge-m3,mmarco-8841823-spanish-nl-es-5bands-bge-m3/vector_mix/cm-alpha-0.7_dev_20251218-013930-agg.csv
NL-ES,ES docs,embed,90.0,30.4006,37.0962,0.963,28.8157,31.9856,28.5117,32.2895,25.6038,46.861,bge-m3,mmarco-8841823-spanish-nl-es-5bands-bge-m3/vector_mix/cm-alpha-0.9_dev_20251218-013949-agg.csv
NL-ES,ES docs,embed,100.0,30.0726,37.1591,0.9646,28.485,31.6602,28.1805,31.9647,25.3863,46.1534,bge-m3,mmarco-8841823-spanish-nl-es-5bands-bge-m3/vector_mix/cm-alpha-1_dev_20251218-014005-agg.csv
NL-ES,NL + ES docs,embed,0.0,29.3364,36.4723,0.9468,27.7781,30.8947,27.4793,31.1936,24.3964,45.9681,bge-m3,mmarco-8841823-bilingual-nl-es-5bands-bge-m3/vector_mix/cm-alpha-0_dev_20251217-061728-agg.csv
